Version,Metric,Value,Usecase
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Total Memory,17.93822268404937,WCHT02W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Adjusted,116.61459961493324,WCHT02W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,CX,16.909518441024005,WCHT02W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,GFX,4.52280205092638,WCHT02W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Total CPU,41.552399482764514,WCHT02W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Total Memory,17.93822268404937,WCHT02W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Adjusted,113.1809170756095,WCHT02W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),CX,16.66856648783187,WCHT02W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),GFX,5.847092412457775,WCHT02W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Total CPU,42.99117662448439,WCHT02W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Total Memory,16.538868912016028,WCHT02W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Adjusted,112.40346952180664,WCHT02W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),CX,15.956335068355697,WCHT02W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),GFX,5.6020457841494755,WCHT02W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Total CPU,40.77764817259787,WCHT02W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Total Memory,15.730024445176825,WCHT02W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Adjusted,107.60741,WCHT02W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),CX,15.46346,WCHT02W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),GFX,5.476,WCHT02W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Total CPU,39.10974615,WCHT02W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Total Memory,15.468744,WCHT02W
